"Hospital","Ph_no","Street","Suburb","Pcode","State","LHN","PHN","Website","Description","Sector","Beds","Lat","Long","bed_grp","ED","Regional","Size","Special","web_address"
"Waratah Private Hospital","02 9598 0000","31 Dora Street","Hurstville",2220,"NSW","","","www.surgeryaustralia.com.au","","Private","50-99",-33.963651,151.100464,2,0,0,0,0,"https://www.surgeryaustralia.com.au"
"Warialda Multi Purpose Service","02 6728 9000","Long Street","Warialda",2402,"NSW","Hunter New England","Hunter New England and Central Coast","","Regional hospital with an emergency department","Public","<50",-29.538835,150.579567,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Warners Bay Private Hospital","02 4958 4288","Fairfax Road","Warners bay",2282,"NSW","","","","","Private","50-99",-32.965262,151.641204,2,0,0,0,0,"https://www.myhospitals.gov.au"
"Warren Hospital","08 9772 5100","16 Hospital Avenue","Manjimup",6258,"WA","WA Country Health Service","Country WA","www.health.wa.gov.au/services/detail.cfm?Unit_ID=184","Small hospital","Public","<50",-34.240969,116.154112,1,0,0,1,0,"https://www.health.wa.gov.au/services/detail.cfm?Unit_ID=184"
"Warren Multi Purpose Service","02 6847 7200","Lot 176 Dr Kater Drive","Warren",2824,"NSW","Western NSW","Western NSW","","Regional hospital with an emergency department","Public","<50",-31.693958,147.835679,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Warringal Private Hospital","03 9274 1300","216 Burgundy Street","Heidelberg",3084,"Vic","","","www.warringalprivate.com.au/","","Private","100-199",-37.754419,145.060728,3,0,0,0,0,"https://www.warringalprivate.com.au/"
"Warwick Hospital","07 4660 3900","56 Locke Street","Warwick",4370,"Qld","Darling Downs","Darling Downs and West Moreton","www.health.qld.gov.au/services/darlingdowns/ddowns-warwick-hs.asp","Small hospital","Public","50-99",-28.224275,152.017983,2,0,0,1,0,"https://www.health.qld.gov.au/services/darlingdowns/ddowns-warwick-hs.asp"
"Wauchope Hospital","02 6580 8000","69 High Street","Wauchope",2446,"NSW","Mid North Coast","North Coast","","Small hospital","Public","<50",-31.457239,152.728131,1,0,0,1,0,"https://www.myhospitals.gov.au"
"Waverley Private Hospital","03 9881 7700","343-357 Blackburn Road","Mount Waverley",3149,"Vic","","","www.waverleyprivate.com.au/","","Private","100-199",-37.884632,145.145798,3,0,0,0,0,"https://www.waverleyprivate.com.au/"
"Wee Waa Hospital","02 6795 0400","60 Alma Street","Wee Waa",2388,"NSW","Hunter New England","Hunter New England and Central Coast","","Regional hospital with an emergency department","Public","<50",-30.225439,149.448287,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Weipa Hospital","07 4082 3900","Lot 407 John Evans Drive","Weipa",4874,"Qld","Torres and Cape","Northern Queensland","https://www.health.qld.gov.au/services/torres-cape/capeyork_weipa_hosp","Small hospital","Public","<50",-12.623419,141.881179,1,0,0,1,0,"https://www.health.qld.gov.au/services/torres-cape/capeyork_weipa_hosp"
"Wellington Health Service","02 6840 8200","30 Thornton Street","Wellington",2820,"NSW","Western NSW","Western NSW","","Regional hospital with an emergency department","Public","<50",-32.549741,148.951977,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Wentworth Hospital","03 5027 7111","Silver City Highway","Wentworth",2648,"NSW","Far West","Western NSW","www.wentworth.nsw.gov.au/services/healthdir.php","Regional hospital","Public","<50",-34.109983,141.922481,1,0,1,0,0,"https://www.wentworth.nsw.gov.au/services/healthdir.php"
"Wentworth Psychiatric Services","02 4734 2000","Derby Street","Penrith",2750,"NSW","Nepean Blue Mountains","Nepean Blue Mountains","","Metropolitan hospital","Public","<50",-33.760249,150.712613,1,0,0,0,0,"https://www.myhospitals.gov.au"
"Werribee Mercy Hospital","03 8754 3000","300 Princes Highway","Werribee",3030,"Vic","Mercy Public Hospital Inc. (Vic)","North Western Melbourne","http://www.mercyhealth.com.au/meps/wmh/Pages/Welcome.aspx","Medium metropolitan hospital with an emergency department","Public","200-500",-37.886587,144.698621,4,1,0,2,0,"http://www.mercyhealth.com.au/meps/wmh/Pages/Welcome.aspx"
"Werris Creek Hospital","02 6768 6600","22-34 North Street","Werris Creek",2341,"NSW","Hunter New England","Hunter New England and Central Coast","","Regional hospital with an emergency department","Public","<50",-31.346691,150.652513,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Wesley Hospital Ashfield","1300 924 522","91 Milton Street","Ashfield",2131,"NSW","","","https://www.wesleymission.org.au/find-a-service/mental-health-and-hospitals/wesley-hospitals/wesley-hospital-ashfield","","Private","<50",-33.8925,151.116666,1,0,0,0,0,"https://www.wesleymission.org.au/find-a-service/mental-health-and-hospitals/wesley-hospitals/wesley-hospital-ashfield"
"Wesley Hospital Kogarah","1300 924 522","7 Blake Street","Kogarah",2217,"NSW","","","https://www.wesleymission.org.au/find-a-service/mental-health-and-hospitals/wesley-hospitals/wesley-hospital-kogarah","","Private","<50",-33.968262,151.12896,1,0,0,0,0,"https://www.wesleymission.org.au/find-a-service/mental-health-and-hospitals/wesley-hospitals/wesley-hospital-kogarah"
"West Gippsland Healthcare Group [Warragul]","03 5623 0611","41 Landsborough Street","Warragul",3820,"Vic","West Gippsland Healthcare Group","Gippsland","www.wghg.com.au","Medium regional hospital with an emergency department","Public","50-99",-38.173009,145.926804,2,1,1,2,0,"https://www.wghg.com.au"
"West Wimmera Health Service [Jeparit]","03 5391 4222","2 Charles Street","Jeparit",3423,"Vic","West Wimmera Health Service","Western Victoria","www.wwhs.net.au/","Regional hospital","Public","<50",-36.141132,141.984686,1,0,1,0,0,"https://www.wwhs.net.au/"
"West Wimmera Health Service [Kaniva]","03 5391 4222","9 Farmers Street","Kaniva",3419,"Vic","West Wimmera Health Service","Western Victoria","www.wwhs.net.au/","Regional hospital","Public","<50",-36.381386,141.246006,1,0,1,0,0,"https://www.wwhs.net.au/"
"West Wimmera Health Service [Nhill]","03 5391 4222","45 Nelson Street","Nhill",3418,"Vic","West Wimmera Health Service","Western Victoria","www.wwhs.net.au/","Small hospital","Public","<50",-36.334003,141.655579,1,0,0,1,0,"https://www.wwhs.net.au/"
"West Wimmera Health Service [Rainbow]","03 5391 4222","2 Swinbourne Avenue","Rainbow",3424,"Vic","West Wimmera Health Service","Western Victoria","www.wwhs.net.au/","Regional hospital","Public","<50",-35.903874,141.995112,1,0,1,0,0,"https://www.wwhs.net.au/"
"West Wimmera Health Service [Rupanyup]","03 5363 1200","89 Cromie Street","Rupanyup",3388,"Vic","West Wimmera Health Service","Western Victoria","http://www.wwhs.net.au/about_us","Regional hospital","Public","<50",-36.636571,142.631849,1,0,1,0,0,"http://www.wwhs.net.au/about_us"
"Western District Health Service [Coleraine District Health Service]","03 5553 2000","71 McLeod Street","Coleraine",3315,"Vic","Western District Health Service (Vic)","Western Victoria","www.wdhs.net/coleraine/getting-here","Regional hospital","Public","<50",-37.599913,141.692018,1,0,1,0,0,"https://www.wdhs.net/coleraine/getting-here"
"Western District Health Service [Hamilton]","03 5551 8222","20 Foster Street","Hamilton",3300,"Vic","Western District Health Service (Vic)","Western Victoria","http://www.wdhs.net/","Small hospital with an emergency department","Public","50-99",-37.736495,142.030606,2,1,0,1,0,"http://www.wdhs.net/"
"Western District Health Service [Penshurst]","03 5552 3000","146 Cobb Street","Penshurst",3289,"Vic","Western District Health Service (Vic)","Western Victoria","www.wdhs.net/penshurst/getting-here","Regional hospital","Public","<50",-37.877275,142.282487,1,0,1,0,0,"https://www.wdhs.net/penshurst/getting-here"
"Western Gastroenterology Services","03 9318 3399","1/30 Eleanor Street","Footscray",3011,"Vic","","","","","Private","<50",-37.792005,144.885343,1,0,0,0,0,"https://www.myhospitals.gov.au"
"Western Hospital","08 8356 1222","168 Cudmore Terrace","Henley Beach",5022,"SA","","","www.westernhospital.com.au","","Private","50-99",-34.909971,138.49966,2,0,0,0,0,"https://www.westernhospital.com.au"
"Western Hospital [Footscray]","03 8345 6666","160 Gordon Street","Footscray",3011,"Vic","Western Health (Vic)","North Western Melbourne","www.wh.org.au","Large metropolitan hospital with an emergency department","Public","200-500",-37.792298,144.887191,4,1,0,3,0,"https://www.wh.org.au"
"Western Private Hospital","03 9318 3177","1-9 Marion Sreet","Footscray",3011,"Vic","","","www.westernprivatehospital.com.au","","Private","<50",-37.793045,144.885932,1,0,0,0,0,"https://www.westernprivatehospital.com.au"
"Western Sydney Oncology & Infusion Centre","02 8837 9800","Westmead Specialist Centre Level 2, 16-18 Mons Road","Westmead",2145,"NSW","","","www.westernsydneyoncology.com.au","","Private","",-33.802024,150.982879,0,0,0,0,0,"https://www.westernsydneyoncology.com.au"
"Westmead Hospital","02 8890 5555","166-174 Darcy Road","Westmead",2145,"NSW","Western Sydney","Western Sydney","www.wslhd.health.nsw.gov.au/Westmead-Hospital","Major hospital with an emergency department","Public",">500",-33.804362,150.987811,5,1,0,4,0,"https://www.wslhd.health.nsw.gov.au/Westmead-Hospital"
"Westmead Private Hospital","02 8837 9000","Corner of Mons and Darcy Roads","Westmead",2145,"NSW","","","www.westmeadprivate.com.au/","","Private","100-199",-33.802865,150.982382,3,0,0,0,0,"https://www.westmeadprivate.com.au/"
"Westmead Rehabilitation Hospital","02 8833 3555","7 Coleman Street","Merrylands",2160,"NSW","","","www.pulsehealth.net.au","","Private","50-99",-33.819288,150.981059,2,0,0,0,0,"https://www.pulsehealth.net.au"
"Westminster Day Surgery","08 9349 5555","476 Wanneroo Road","Westminster",6061,"WA","","","www.westminsterdaysurgery.com","","Private","<50",-31.862769,115.829163,1,0,0,0,0,"https://www.westminsterdaysurgery.com"
"Whyalla Hospital and Health Services","08 8648 8300","20 Wood Terrace","Whyalla",5600,"SA","Country Health SA","Country SA","www.sahealth.sa.gov.au/whyallahospital","Medium regional hospital with an emergency department","Public","100-199",-33.033977,137.577559,3,1,1,2,0,"https://www.sahealth.sa.gov.au/whyallahospital"
"Wilcannia Multi Purpose Service","08 8083 8777","14 Ross Street","Wilcannia",2836,"NSW","Far West","Western NSW","","Regional hospital with an emergency department","Public","<50",-31.557638,143.385336,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Williamstown Hospital","03 9393 0100","77B Railway Crescent","Williamstown",3016,"Vic","Western Health (Vic)","North Western Melbourne","http://www.westernhealth.org.au/OurSites/WilliamstownHospital/Pages/default.aspx","Medium metropolitan hospital with an emergency department","Public","100-199",-37.863576,144.892339,3,1,0,2,0,"http://www.westernhealth.org.au/OurSites/WilliamstownHospital/Pages/default.aspx"
"Wilson Memorial Community Hospital, Murrurundi","02 6546 9000","59 O'Connell Street","Murrurundi",2338,"NSW","Hunter New England","Hunter New England and Central Coast","","Regional hospital with an emergency department","Public","<50",-31.770408,150.834764,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Wimmera Base Hospital [Horsham]","03 5381 9111","83 Baillie Street","Horsham",3400,"Vic","Wimmera Health Care Group","Western Victoria","www.whcg.org.au","Small hospital with an emergency department","Public","50-99",-36.712441,142.208522,2,1,0,1,0,"https://www.whcg.org.au"
"Windsor Private Hospital","03 9520 9520","20 The Avenue","Windsor",3181,"Vic","","","http://www.windsorprivate.com.au","","Private","<50",-37.856118,144.998213,1,0,0,0,0,"http://www.windsorprivate.com.au"
"Wingham Hospital","02 6557 3400","32 Bungay Road","Wingham",2429,"NSW","Hunter New England","Hunter New England and Central Coast","","Specialist rehabilitation hospital","Public","<50",-31.878104,152.365179,1,0,0,0,1,"https://www.myhospitals.gov.au"
"Winton Hospital","07 4657 2700","Bloomfield Street","Winton",4735,"Qld","Central West (Qld)","Western Queensland","www.health.qld.gov.au/services/centralwest/cwest_winton_hosp.asp","Regional hospital","Public","<50",-22.381189,143.040672,1,0,1,0,0,"https://www.health.qld.gov.au/services/centralwest/cwest_winton_hosp.asp"
"Wollongong Day Surgery","02 4226 6955","354-358 Crown Street","Wollongong",2500,"NSW","","","www.wollongongdaysurgery.com.au","","Private","",-34.42583,150.881346,0,0,0,0,0,"https://www.wollongongdaysurgery.com.au"
"Wollongong Hospital","02 4222 5000","348 Crown Street","Wollongong",2500,"NSW","Illawarra Shoalhaven","South Eastern NSW","www.islhd.health.nsw.gov.au/Wollongong_Hospital/default.asp","Major hospital with an emergency department","Public","200-500",-34.424938,150.883451,4,1,0,4,0,"https://www.islhd.health.nsw.gov.au/Wollongong_Hospital/default.asp"
"Wollongong Private Hospital","02 4286 1000","360-364 Crown Street","Wollongong",2500,"NSW","","","http://www.wollongongprivate.com.au","","Private","100-199",-34.425814,150.880729,3,0,0,0,0,"http://www.wollongongprivate.com.au"
"Wolper Jewish Hospital","02 9328 6077","8 Trelawney Street","Woollahra",2025,"NSW","","","www.wolper.com.au","","Private","50-99",-33.884118,151.240739,2,0,0,0,0,"https://www.wolper.com.au"
"Women's and Children's Hospital","08 8161 7000","72 King William Road","North Adelaide",5006,"SA","Women's and Children's Health Network (SA)","Adelaide","www.wch.sa.gov.au","Specialist women's and children's hospital with an emergency department","Public","200-500",-34.911444,138.599631,4,1,0,0,1,"https://www.wch.sa.gov.au"
"Women's at Sandringham","03 9076 1000","193 Bluff Road","Sandringham",3191,"Vic","Royal Women's Hospital (Melbourne)","South Eastern Melbourne","www.thewomens.org.au/health-professionals/maternity/maternity-overview/","Specialist women's hospital","Public","<50",-37.961049,145.018157,1,0,0,0,1,"https://www.thewomens.org.au/health-professionals/maternity/maternity-overview/"
"Wondai Hospital","07 4169 2600","Bramston Street","Wondai",4606,"Qld","Darling Downs","Darling Downs and West Moreton","www.health.qld.gov.au/services/darlingdowns/ddowns-wondai-hs.asp","Regional hospital","Public","<50",-26.323335,151.878658,1,0,1,0,0,"https://www.health.qld.gov.au/services/darlingdowns/ddowns-wondai-hs.asp"
"Wongan Hills Hospital","08 9691 1222","Ackland Street","Wongan Hills",6603,"WA","WA Country Health Service","Country WA","www.health.wa.gov.au/services/detail.cfm?Unit_ID=193","Regional hospital","Public","<50",-30.894159,116.724843,1,0,1,0,0,"https://www.health.wa.gov.au/services/detail.cfm?Unit_ID=193"
"Woorabinda Hospital","07 4913 2800","1 Munns Drive","Woorabinda",4702,"Qld","Central Queensland","Central Queensland, Wide Bay and Sunshine Coast","www.health.qld.gov.au/services/central-queensland/woorabinda.asp","Regional hospital","Public","<50",-24.13149167,149.4559833,1,0,1,0,0,"https://www.health.qld.gov.au/services/central-queensland/woorabinda.asp"
"Woy Woy Hospital","02 4344 8444","7 Kathleen Street","Woy Woy",2256,"NSW","Central Coast","Hunter New England and Central Coast","http://www.cclhd.health.nsw.gov.au/Pages/Contact-us.aspx","Metropolitan hospital","Public","50-99",-33.496716,151.320952,2,0,0,0,0,"http://www.cclhd.health.nsw.gov.au/Pages/Contact-us.aspx"
"Wudinna Hospital","08 8680 2254","16-24 Richards Avenue","Wudinna",5652,"SA","Country Health SA","Country SA","www.sahealth.sa.gov.au/wudinnahospital","Regional hospital","Public","<50",-33.050274,135.466983,1,0,1,0,0,"https://www.sahealth.sa.gov.au/wudinnahospital"
"Wyalkatchem-Koorda and Districts Hospital","08 9692 1222","Honour Avenue","Wyalkatchem",6485,"WA","WA Country Health Service","Country WA","www.health.wa.gov.au/services/detail.cfm?Unit_ID=194","Regional hospital","Public","<50",-31.176246,117.386212,1,0,1,0,0,"https://www.health.wa.gov.au/services/detail.cfm?Unit_ID=194"
"Wyalong Hospital","02 6979 0000","70 Ungarie Road","West Wyalong",2671,"NSW","Murrumbidgee","Murrumbidgee","","Regional hospital with an emergency department","Public","<50",-33.916373,147.196483,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Wyndham Hospital","08 9161 0222","Minderoo Street","Wyndham",6740,"WA","WA Country Health Service","Country WA","www.health.wa.gov.au/services/detail.cfm?Unit_ID=196","Regional hospital","Public","<50",-15.477793,128.127772,1,0,1,0,0,"https://www.health.wa.gov.au/services/detail.cfm?Unit_ID=196"
"Wyong Hospital","02 4394 8000","664 Pacific Highway","Hamlyn Terrace",2259,"NSW","Central Coast","Hunter New England and Central Coast","www.cclhd.health.nsw.gov.au/","Large metropolitan hospital with an emergency department","Public","200-500",-33.261113,151.480761,4,1,0,3,0,"https://www.cclhd.health.nsw.gov.au/"
