"Name","FinYear","variable","value"
"Otway Health & Community Services [Apollo Bay]","2013_14","Peer.group.average",NA
"Otway Health & Community Services [Apollo Bay]","2014_15","Peer.group.average",NA
"Otway Health & Community Services [Apollo Bay]","2015_16","Peer.group.average",NA
"Otway Health & Community Services [Apollo Bay]","2016_17","Peer.group.average",NA
"Peter MacCallum Cancer Centre","2010_11","Peer.group.average",NA
"Peter MacCallum Cancer Centre","2011_12","Peer.group.average",NA
"Peter MacCallum Cancer Centre","2012_13","Peer.group.average",NA
"Peter MacCallum Cancer Centre","2013_14","Peer.group.average",NA
"Peter MacCallum Cancer Centre","2014_15","Peer.group.average",NA
"Peter MacCallum Cancer Centre","2015_16","Peer.group.average",NA
"Peter MacCallum Cancer Centre","2016_17","Peer.group.average",NA
"Portland District Health","2010_11","Peer.group.average",NA
"Portland District Health","2011_12","Peer.group.average",NA
"Portland District Health","2012_13","Peer.group.average",NA
"Portland District Health","2013_14","Peer.group.average",NA
"Portland District Health","2014_15","Peer.group.average",NA
"Portland District Health","2015_16","Peer.group.average",NA
"Portland District Health","2016_17","Peer.group.average",NA
"Queen Elizabeth Centre [Noble Park]","2010_11","Peer.group.average",NA
"Queen Elizabeth Centre [Noble Park]","2011_12","Peer.group.average",NA
"Queen Elizabeth Centre [Noble Park]","2012_13","Peer.group.average",NA
"Queen Elizabeth Centre [Noble Park]","2013_14","Peer.group.average",NA
"Queen Elizabeth Centre [Noble Park]","2014_15","Peer.group.average",NA
"Queen Elizabeth Centre [Noble Park]","2015_16","Peer.group.average",NA
"Queen Elizabeth Centre [Noble Park]","2016_17","Peer.group.average",NA
"Robinvale District Health Services","2010_11","Peer.group.average",NA
"Robinvale District Health Services","2011_12","Peer.group.average",NA
"Robinvale District Health Services","2012_13","Peer.group.average",NA
"Robinvale District Health Services","2013_14","Peer.group.average",NA
"Robinvale District Health Services","2014_15","Peer.group.average",NA
"Robinvale District Health Services","2015_16","Peer.group.average",NA
"Robinvale District Health Services","2016_17","Peer.group.average",NA
"Rochester & Elmore District Health Service","2010_11","Peer.group.average",NA
"Rochester & Elmore District Health Service","2011_12","Peer.group.average",NA
"Rochester & Elmore District Health Service","2012_13","Peer.group.average",NA
"Rochester & Elmore District Health Service","2013_14","Peer.group.average",NA
"Rochester & Elmore District Health Service","2014_15","Peer.group.average",NA
"Rochester & Elmore District Health Service","2015_16","Peer.group.average",NA
"Rochester & Elmore District Health Service","2016_17","Peer.group.average",NA
"Rosebud Hospital","2010_11","Peer.group.average",0.68
"Rosebud Hospital","2011_12","Peer.group.average",0.47
"Rosebud Hospital","2012_13","Peer.group.average",0.58
"Rosebud Hospital","2013_14","Peer.group.average",0.48
"Rosebud Hospital","2014_15","Peer.group.average",0.43
"Rosebud Hospital","2015_16","Peer.group.average",0.52
"Rosebud Hospital","2016_17","Peer.group.average",0.45
"Rosebud Rehabilitation Unit","2010_11","Peer.group.average",NA
"Rosebud Rehabilitation Unit","2011_12","Peer.group.average",NA
"Royal Children's Hospital [Parkville]","2010_11","Peer.group.average",1.23
"Royal Children's Hospital [Parkville]","2011_12","Peer.group.average",1.09
"Royal Children's Hospital [Parkville]","2012_13","Peer.group.average",1.18
"Royal Children's Hospital [Parkville]","2013_14","Peer.group.average",1.24
"Royal Children's Hospital [Parkville]","2014_15","Peer.group.average",1.44
"Royal Children's Hospital [Parkville]","2015_16","Peer.group.average",1.26
"Royal Children's Hospital [Parkville]","2016_17","Peer.group.average",0.86
"Royal Children's Hospital [Travancore Psych]","2010_11","Peer.group.average",NA
"Royal Children's Hospital [Travancore Psych]","2011_12","Peer.group.average",NA
"Royal Melbourne Hospital [Parkville]","2010_11","Peer.group.average",1.62
"Royal Melbourne Hospital [Parkville]","2011_12","Peer.group.average",1.43
"Royal Melbourne Hospital [Parkville]","2012_13","Peer.group.average",1.37
"Royal Melbourne Hospital [Parkville]","2013_14","Peer.group.average",1.33
"Royal Melbourne Hospital [Parkville]","2014_15","Peer.group.average",1.13
"Royal Melbourne Hospital [Parkville]","2015_16","Peer.group.average",1.03
"Royal Melbourne Hospital [Parkville]","2016_17","Peer.group.average",1.09
"Royal Melbourne Hospital  Royal Park Campus","2010_11","Peer.group.average",NA
"Royal Melbourne Hospital  Royal Park Campus","2011_12","Peer.group.average",NA
"Royal Melbourne Hospital  Royal Park Campus","2012_13","Peer.group.average",NA
"Royal Melbourne Hospital  Royal Park Campus","2013_14","Peer.group.average",NA
"Royal Melbourne Hospital  Royal Park Campus","2014_15","Peer.group.average",NA
"Royal Melbourne Hospital  Royal Park Campus","2015_16","Peer.group.average",NA
"Royal Melbourne Hospital  Royal Park Campus","2016_17","Peer.group.average",NA
"Royal Talbot Rehabilitation Centre [Kew]","2010_11","Peer.group.average",NA
"Royal Talbot Rehabilitation Centre [Kew]","2011_12","Peer.group.average",NA
"Royal Talbot Rehabilitation Centre [Kew]","2012_13","Peer.group.average",NA
"Royal Talbot Rehabilitation Centre [Kew]","2013_14","Peer.group.average",NA
"Royal Talbot Rehabilitation Centre [Kew]","2014_15","Peer.group.average",NA
"Royal Talbot Rehabilitation Centre [Kew]","2015_16","Peer.group.average",NA
"Royal Talbot Rehabilitation Centre [Kew]","2016_17","Peer.group.average",NA
"Royal Women's Hospital [Parkville]","2010_11","Peer.group.average",NA
"Royal Women's Hospital [Parkville]","2011_12","Peer.group.average",NA
"Royal Women's Hospital [Parkville]","2012_13","Peer.group.average",NA
"Royal Women's Hospital [Parkville]","2013_14","Peer.group.average",NA
"Royal Women's Hospital [Parkville]","2014_15","Peer.group.average",NA
"Royal Women's Hospital [Parkville]","2015_16","Peer.group.average",NA
"Royal Women's Hospital [Parkville]","2016_17","Peer.group.average",NA
"Rural Northwest Health [Hopetoun]","2010_11","Peer.group.average",NA
"Rural Northwest Health [Hopetoun]","2011_12","Peer.group.average",NA
"Rural Northwest Health [Hopetoun]","2012_13","Peer.group.average",NA
"Rural Northwest Health [Hopetoun]","2013_14","Peer.group.average",NA
"Rural Northwest Health [Hopetoun]","2014_15","Peer.group.average",NA
"Rural Northwest Health [Hopetoun]","2015_16","Peer.group.average",NA
"Rural Northwest Health [Hopetoun]","2016_17","Peer.group.average",NA
"Rural Northwest Health [Warracknabeal]","2010_11","Peer.group.average",NA
"Rural Northwest Health [Warracknabeal]","2011_12","Peer.group.average",NA
"Rural Northwest Health [Warracknabeal]","2012_13","Peer.group.average",NA
"Rural Northwest Health [Warracknabeal]","2013_14","Peer.group.average",NA
"Rural Northwest Health [Warracknabeal]","2014_15","Peer.group.average",NA
"Rural Northwest Health [Warracknabeal]","2015_16","Peer.group.average",NA
"Rural Northwest Health [Warracknabeal]","2016_17","Peer.group.average",NA
"Sandringham Hospital","2010_11","Peer.group.average",0.68
"Sandringham Hospital","2011_12","Peer.group.average",0.47
"Sandringham Hospital","2012_13","Peer.group.average",0.58
"Sandringham Hospital","2013_14","Peer.group.average",0.48
"Sandringham Hospital","2014_15","Peer.group.average",0.43
"Sandringham Hospital","2015_16","Peer.group.average",0.52
"Sandringham Hospital","2016_17","Peer.group.average",0.45
"Sea Lake & District Hospital","2012_13","Peer.group.average",NA
"Sea Lake & District Hospital","2013_14","Peer.group.average",NA
"Sea Lake & District Hospital","2014_15","Peer.group.average",NA
"Sea Lake & District Hospital","2015_16","Peer.group.average",NA
"Sea Lake & District Hospital","2016_17","Peer.group.average",NA
"Seymour District Memorial Hospital","2010_11","Peer.group.average",NA
"Seymour District Memorial Hospital","2011_12","Peer.group.average",NA
"Seymour District Memorial Hospital","2012_13","Peer.group.average",NA
"Seymour District Memorial Hospital","2013_14","Peer.group.average",NA
"Seymour District Memorial Hospital","2014_15","Peer.group.average",NA
"Seymour District Memorial Hospital","2015_16","Peer.group.average",NA
"Seymour District Memorial Hospital","2016_17","Peer.group.average",NA
"South Gippsland Hospital [Foster]","2010_11","Peer.group.average",NA
"South Gippsland Hospital [Foster]","2011_12","Peer.group.average",NA
"South Gippsland Hospital [Foster]","2012_13","Peer.group.average",NA
"South Gippsland Hospital [Foster]","2013_14","Peer.group.average",NA
"South Gippsland Hospital [Foster]","2014_15","Peer.group.average",NA
"South Gippsland Hospital [Foster]","2015_16","Peer.group.average",NA
"South Gippsland Hospital [Foster]","2016_17","Peer.group.average",NA
"South West Healthcare [Camperdown]","2010_11","Peer.group.average",NA
"South West Healthcare [Camperdown]","2011_12","Peer.group.average",NA
"South West Healthcare [Camperdown]","2012_13","Peer.group.average",NA
"South West Healthcare [Camperdown]","2013_14","Peer.group.average",NA
"South West Healthcare [Camperdown]","2014_15","Peer.group.average",NA
"South West Healthcare [Camperdown]","2015_16","Peer.group.average",NA
"South West Healthcare [Camperdown]","2016_17","Peer.group.average",NA
"South West Healthcare [Warrnambool]","2010_11","Peer.group.average",1.03
"South West Healthcare [Warrnambool]","2011_12","Peer.group.average",0.94
"South West Healthcare [Warrnambool]","2012_13","Peer.group.average",0.99
"South West Healthcare [Warrnambool]","2013_14","Peer.group.average",0.86
"South West Healthcare [Warrnambool]","2014_15","Peer.group.average",0.79
"South West Healthcare [Warrnambool]","2015_16","Peer.group.average",0.72
"South West Healthcare [Warrnambool]","2016_17","Peer.group.average",0.74
"St George's Health Service  Aged Care","2010_11","Peer.group.average",NA
"St George's Health Service  Aged Care","2011_12","Peer.group.average",NA
"St George's Health Service  Aged Care","2012_13","Peer.group.average",NA
"St George's Health Service  Aged Care","2013_14","Peer.group.average",NA
"St George's Health Service  Aged Care","2014_15","Peer.group.average",NA
"St George's Health Service  Aged Care","2015_16","Peer.group.average",NA
"St George's Health Service  Aged Care","2016_17","Peer.group.average",NA
"St Vincent's Hospital [Fitzroy]","2010_11","Peer.group.average",1.62
"St Vincent's Hospital [Fitzroy]","2011_12","Peer.group.average",1.43
"St Vincent's Hospital [Fitzroy]","2012_13","Peer.group.average",1.37
"St Vincent's Hospital [Fitzroy]","2013_14","Peer.group.average",1.33
"St Vincent's Hospital [Fitzroy]","2014_15","Peer.group.average",1.13
"St Vincent's Hospital [Fitzroy]","2015_16","Peer.group.average",1.03
"St Vincent's Hospital [Fitzroy]","2016_17","Peer.group.average",1.09
"Stawell Regional Health","2010_11","Peer.group.average",NA
"Stawell Regional Health","2011_12","Peer.group.average",NA
"Stawell Regional Health","2012_13","Peer.group.average",NA
"Stawell Regional Health","2013_14","Peer.group.average",NA
"Stawell Regional Health","2014_15","Peer.group.average",NA
"Stawell Regional Health","2015_16","Peer.group.average",NA
"Stawell Regional Health","2016_17","Peer.group.average",NA
"Sunbury Day Hospital","2010_11","Peer.group.average",NA
"Sunbury Day Hospital","2011_12","Peer.group.average",NA
"Sunbury Day Hospital","2012_13","Peer.group.average",NA
"Sunbury Day Hospital","2013_14","Peer.group.average",NA
"Sunbury Day Hospital","2014_15","Peer.group.average",NA
"Sunbury Day Hospital","2015_16","Peer.group.average",NA
"Sunbury Day Hospital","2016_17","Peer.group.average",NA
"Sunshine Hospital","2010_11","Peer.group.average",0.68
"Sunshine Hospital","2011_12","Peer.group.average",0.47
"Sunshine Hospital","2012_13","Peer.group.average",0.58
"Sunshine Hospital","2013_14","Peer.group.average",0.48
"Sunshine Hospital","2014_15","Peer.group.average",0.43
"Sunshine Hospital","2015_16","Peer.group.average",0.52
"Sunshine Hospital","2016_17","Peer.group.average",0.45
"Swan Hill District Health [Nyah]","2010_11","Peer.group.average",NA
"Swan Hill District Health [Nyah]","2011_12","Peer.group.average",NA
"Swan Hill District Health [Nyah]","2012_13","Peer.group.average",NA
"Swan Hill District Health [Nyah]","2013_14","Peer.group.average",NA
"Swan Hill District Health [Nyah]","2014_15","Peer.group.average",NA
"Swan Hill District Health [Nyah]","2015_16","Peer.group.average",NA
"Swan Hill District Health [Nyah]","2016_17","Peer.group.average",NA
"Swan Hill District Health [Swan Hill]","2010_11","Peer.group.average",NA
"Swan Hill District Health [Swan Hill]","2011_12","Peer.group.average",NA
"Swan Hill District Health [Swan Hill]","2012_13","Peer.group.average",NA
"Swan Hill District Health [Swan Hill]","2013_14","Peer.group.average",NA
"Swan Hill District Health [Swan Hill]","2014_15","Peer.group.average",NA
"Swan Hill District Health [Swan Hill]","2015_16","Peer.group.average",NA
"Swan Hill District Health [Swan Hill]","2016_17","Peer.group.average",NA
"Tallangatta Health Service","2010_11","Peer.group.average",NA
"Tallangatta Health Service","2011_12","Peer.group.average",NA
"Tallangatta Health Service","2012_13","Peer.group.average",NA
"Tallangatta Health Service","2013_14","Peer.group.average",NA
"Tallangatta Health Service","2014_15","Peer.group.average",NA
"Tallangatta Health Service","2015_16","Peer.group.average",NA
"Tallangatta Health Service","2016_17","Peer.group.average",NA
"Terang & Mortlake Health Service [Terang]","2010_11","Peer.group.average",NA
"Terang & Mortlake Health Service [Terang]","2011_12","Peer.group.average",NA
"Terang & Mortlake Health Service [Terang]","2012_13","Peer.group.average",NA
"Terang & Mortlake Health Service [Terang]","2013_14","Peer.group.average",NA
"Terang & Mortlake Health Service [Terang]","2014_15","Peer.group.average",NA
"Terang & Mortlake Health Service [Terang]","2015_16","Peer.group.average",NA
